"Notes"	"County"	"id"	"Month"	"Month Code"	daily_max_air_temp_f
	"Hancock County, IL"	"17067"	"Oct"	"10"	65.33
	"Hancock County, IL"	"17067"	"Nov"	"11"	50.72
	"Hancock County, IL"	"17067"	"Dec"	"12"	35.84
"Total"	"Hancock County, IL"	"17067"			61.47
	"Hardin County, IL"	"17069"	"Jan"	"1"	39.77
	"Hardin County, IL"	"17069"	"Feb"	"2"	44.50
	"Hardin County, IL"	"17069"	"Mar"	"3"	55.22
	"Hardin County, IL"	"17069"	"Apr"	"4"	66.04
	"Hardin County, IL"	"17069"	"May"	"5"	75.17
	"Hardin County, IL"	"17069"	"Jun"	"6"	83.48
	"Hardin County, IL"	"17069"	"Jul"	"7"	87.14
	"Hardin County, IL"	"17069"	"Aug"	"8"	87.16
	"Hardin County, IL"	"17069"	"Sep"	"9"	80.27
	"Hardin County, IL"	"17069"	"Oct"	"10"	68.83
	"Hardin County, IL"	"17069"	"Nov"	"11"	56.09
	"Hardin County, IL"	"17069"	"Dec"	"12"	43.71
"Total"	"Hardin County, IL"	"17069"			65.71
	"Henderson County, IL"	"17071"	"Jan"	"1"	29.28
	"Henderson County, IL"	"17071"	"Feb"	"2"	34.29
	"Henderson County, IL"	"17071"	"Mar"	"3"	48.05
	"Henderson County, IL"	"17071"	"Apr"	"4"	61.01
	"Henderson County, IL"	"17071"	"May"	"5"	71.82
	"Henderson County, IL"	"17071"	"Jun"	"6"	81.05
	"Henderson County, IL"	"17071"	"Jul"	"7"	86.25
	"Henderson County, IL"	"17071"	"Aug"	"8"	86.26
	"Henderson County, IL"	"17071"	"Sep"	"9"	77.74
	"Henderson County, IL"	"17071"	"Oct"	"10"	64.54
	"Henderson County, IL"	"17071"	"Nov"	"11"	49.61
	"Henderson County, IL"	"17071"	"Dec"	"12"	34.51
"Total"	"Henderson County, IL"	"17071"			60.49
	"Henry County, IL"	"17073"	"Jan"	"1"	27.40
	"Henry County, IL"	"17073"	"Feb"	"2"	32.51
	"Henry County, IL"	"17073"	"Mar"	"3"	46.70
	"Henry County, IL"	"17073"	"Apr"	"4"	60.04
	"Henry County, IL"	"17073"	"May"	"5"	71.00
	"Henry County, IL"	"17073"	"Jun"	"6"	80.13
	"Henry County, IL"	"17073"	"Jul"	"7"	84.82
	"Henry County, IL"	"17073"	"Aug"	"8"	84.71
	"Henry County, IL"	"17073"	"Sep"	"9"	76.57
	"Henry County, IL"	"17073"	"Oct"	"10"	63.33
	"Henry County, IL"	"17073"	"Nov"	"11"	48.09
	"Henry County, IL"	"17073"	"Dec"	"12"	32.76
"Total"	"Henry County, IL"	"17073"			59.13
	"Iroquois County, IL"	"17075"	"Jan"	"1"	29.67
	"Iroquois County, IL"	"17075"	"Feb"	"2"	34.07
	"Iroquois County, IL"	"17075"	"Mar"	"3"	46.90
	"Iroquois County, IL"	"17075"	"Apr"	"4"	60.20
	"Iroquois County, IL"	"17075"	"May"	"5"	71.42
	"Iroquois County, IL"	"17075"	"Jun"	"6"	80.09
	"Iroquois County, IL"	"17075"	"Jul"	"7"	83.09
	"Iroquois County, IL"	"17075"	"Aug"	"8"	82.85
	"Iroquois County, IL"	"17075"	"Sep"	"9"	76.92
	"Iroquois County, IL"	"17075"	"Oct"	"10"	64.06
	"Iroquois County, IL"	"17075"	"Nov"	"11"	49.45
	"Iroquois County, IL"	"17075"	"Dec"	"12"	34.71
"Total"	"Iroquois County, IL"	"17075"			59.56
	"Jackson County, IL"	"17077"	"Jan"	"1"	38.89
	"Jackson County, IL"	"17077"	"Feb"	"2"	43.94
	"Jackson County, IL"	"17077"	"Mar"	"3"	55.26
	"Jackson County, IL"	"17077"	"Apr"	"4"	66.30
	"Jackson County, IL"	"17077"	"May"	"5"	75.49
	"Jackson County, IL"	"17077"	"Jun"	"6"	84.15
	"Jackson County, IL"	"17077"	"Jul"	"7"	88.05
	"Jackson County, IL"	"17077"	"Aug"	"8"	88.00
	"Jackson County, IL"	"17077"	"Sep"	"9"	80.49
	"Jackson County, IL"	"17077"	"Oct"	"10"	69.00
	"Jackson County, IL"	"17077"	"Nov"	"11"	55.82
	"Jackson County, IL"	"17077"	"Dec"	"12"	43.08
"Total"	"Jackson County, IL"	"17077"			65.80
	"Jasper County, IL"	"17079"	"Jan"	"1"	35.41
	"Jasper County, IL"	"17079"	"Feb"	"2"	40.52
	"Jasper County, IL"	"17079"	"Mar"	"3"	52.00
	"Jasper County, IL"	"17079"	"Apr"	"4"	63.62
	"Jasper County, IL"	"17079"	"May"	"5"	73.66
	"Jasper County, IL"	"17079"	"Jun"	"6"	82.60
	"Jasper County, IL"	"17079"	"Jul"	"7"	85.90
	"Jasper County, IL"	"17079"	"Aug"	"8"	85.84
	"Jasper County, IL"	"17079"	"Sep"	"9"	79.47
	"Jasper County, IL"	"17079"	"Oct"	"10"	66.99
	"Jasper County, IL"	"17079"	"Nov"	"11"	53.39
	"Jasper County, IL"	"17079"	"Dec"	"12"	40.16
"Total"	"Jasper County, IL"	"17079"			63.40
	"Jefferson County, IL"	"17081"	"Jan"	"1"	37.43
	"Jefferson County, IL"	"17081"	"Feb"	"2"	42.46
	"Jefferson County, IL"	"17081"	"Mar"	"3"	53.75
	"Jefferson County, IL"	"17081"	"Apr"	"4"	64.98
	"Jefferson County, IL"	"17081"	"May"	"5"	74.62
	"Jefferson County, IL"	"17081"	"Jun"	"6"	83.50
	"Jefferson County, IL"	"17081"	"Jul"	"7"	87.40
	"Jefferson County, IL"	"17081"	"Aug"	"8"	87.94
	"Jefferson County, IL"	"17081"	"Sep"	"9"	80.59
	"Jefferson County, IL"	"17081"	"Oct"	"10"	68.31
	"Jefferson County, IL"	"17081"	"Nov"	"11"	54.82
	"Jefferson County, IL"	"17081"	"Dec"	"12"	41.86
"Total"	"Jefferson County, IL"	"17081"			64.91
	"Jersey County, IL"	"17083"	"Jan"	"1"	35.29
	"Jersey County, IL"	"17083"	"Feb"	"2"	40.68
	"Jersey County, IL"	"17083"	"Mar"	"3"	52.74
	"Jersey County, IL"	"17083"	"Apr"	"4"	64.17
	"Jersey County, IL"	"17083"	"May"	"5"	74.00
	"Jersey County, IL"	"17083"	"Jun"	"6"	83.03
	"Jersey County, IL"	"17083"	"Jul"	"7"	87.92
	"Jersey County, IL"	"17083"	"Aug"	"8"	88.43
	"Jersey County, IL"	"17083"	"Sep"	"9"	80.23
	"Jersey County, IL"	"17083"	"Oct"	"10"	67.57
	"Jersey County, IL"	"17083"	"Nov"	"11"	53.66
	"Jersey County, IL"	"17083"	"Dec"	"12"	40.05
"Total"	"Jersey County, IL"	"17083"			64.09
	"Jo Daviess County, IL"	"17085"	"Jan"	"1"	24.34
	"Jo Daviess County, IL"	"17085"	"Feb"	"2"	29.36
	"Jo Daviess County, IL"	"17085"	"Mar"	"3"	43.07
	"Jo Daviess County, IL"	"17085"	"Apr"	"4"	57.36
	"Jo Daviess County, IL"	"17085"	"May"	"5"	68.42
	"Jo Daviess County, IL"	"17085"	"Jun"	"6"	78.14
	"Jo Daviess County, IL"	"17085"	"Jul"	"7"	83.32
	"Jo Daviess County, IL"	"17085"	"Aug"	"8"	82.40
	"Jo Daviess County, IL"	"17085"	"Sep"	"9"	74.17
	"Jo Daviess County, IL"	"17085"	"Oct"	"10"	60.72
	"Jo Daviess County, IL"	"17085"	"Nov"	"11"	45.09
	"Jo Daviess County, IL"	"17085"	"Dec"	"12"	29.60
"Total"	"Jo Daviess County, IL"	"17085"			56.46
	"Johnson County, IL"	"17087"	"Jan"	"1"	39.63
	"Johnson County, IL"	"17087"	"Feb"	"2"	44.62
	"Johnson County, IL"	"17087"	"Mar"	"3"	55.54
	"Johnson County, IL"	"17087"	"Apr"	"4"	66.23
	"Johnson County, IL"	"17087"	"May"	"5"	75.27
	"Johnson County, IL"	"17087"	"Jun"	"6"	83.67
	"Johnson County, IL"	"17087"	"Jul"	"7"	87.49
	"Johnson County, IL"	"17087"	"Aug"	"8"	87.38
	"Johnson County, IL"	"17087"	"Sep"	"9"	80.11
	"Johnson County, IL"	"17087"	"Oct"	"10"	68.87
	"Johnson County, IL"	"17087"	"Nov"	"11"	55.97
	"Johnson County, IL"	"17087"	"Dec"	"12"	43.66
"Total"	"Johnson County, IL"	"17087"			65.80
	"Kane County, IL"	"17089"	"Jan"	"1"	26.55
	"Kane County, IL"	"17089"	"Feb"	"2"	31.20
	"Kane County, IL"	"17089"	"Mar"	"3"	44.00
	"Kane County, IL"	"17089"	"Apr"	"4"	57.56
	"Kane County, IL"	"17089"	"May"	"5"	68.58
	"Kane County, IL"	"17089"	"Jun"	"6"	78.01
	"Kane County, IL"	"17089"	"Jul"	"7"	81.93
	"Kane County, IL"	"17089"	"Aug"	"8"	81.13
	"Kane County, IL"	"17089"	"Sep"	"9"	74.23
	"Kane County, IL"	"17089"	"Oct"	"10"	61.25
	"Kane County, IL"	"17089"	"Nov"	"11"	46.25
	"Kane County, IL"	"17089"	"Dec"	"12"	31.61
"Total"	"Kane County, IL"	"17089"			56.97
	"Kankakee County, IL"	"17091"	"Jan"	"1"	29.00
	"Kankakee County, IL"	"17091"	"Feb"	"2"	33.35
	"Kankakee County, IL"	"17091"	"Mar"	"3"	46.15
	"Kankakee County, IL"	"17091"	"Apr"	"4"	59.60
	"Kankakee County, IL"	"17091"	"May"	"5"	70.82
	"Kankakee County, IL"	"17091"	"Jun"	"6"	79.67
	"Kankakee County, IL"	"17091"	"Jul"	"7"	82.94
	"Kankakee County, IL"	"17091"	"Aug"	"8"	82.50
	"Kankakee County, IL"	"17091"	"Sep"	"9"	76.42
	"Kankakee County, IL"	"17091"	"Oct"	"10"	63.53
	"Kankakee County, IL"	"17091"	"Nov"	"11"	48.72
	"Kankakee County, IL"	"17091"	"Dec"	"12"	33.97
"Total"	"Kankakee County, IL"	"17091"			59.00
	"Kendall County, IL"	"17093"	"Jan"	"1"	27.58
	"Kendall County, IL"	"17093"	"Feb"	"2"	32.33
	"Kendall County, IL"	"17093"	"Mar"	"3"	45.33
	"Kendall County, IL"	"17093"	"Apr"	"4"	58.80
	"Kendall County, IL"	"17093"	"May"	"5"	69.84
	"Kendall County, IL"	"17093"	"Jun"	"6"	79.09
	"Kendall County, IL"	"17093"	"Jul"	"7"	82.80
	"Kendall County, IL"	"17093"	"Aug"	"8"	82.23
	"Kendall County, IL"	"17093"	"Sep"	"9"	75.48
	"Kendall County, IL"	"17093"	"Oct"	"10"	62.47
	"Kendall County, IL"	"17093"	"Nov"	"11"	47.41
	"Kendall County, IL"	"17093"	"Dec"	"12"	32.58
"Total"	"Kendall County, IL"	"17093"			58.11
	"Knox County, IL"	"17095"	"Jan"	"1"	28.84
	"Knox County, IL"	"17095"	"Feb"	"2"	33.92
	"Knox County, IL"	"17095"	"Mar"	"3"	47.65
	"Knox County, IL"	"17095"	"Apr"	"4"	60.53
	"Knox County, IL"	"17095"	"May"	"5"	71.28
	"Knox County, IL"	"17095"	"Jun"	"6"	80.44
	"Knox County, IL"	"17095"	"Jul"	"7"	85.29
	"Knox County, IL"	"17095"	"Aug"	"8"	85.42
	"Knox County, IL"	"17095"	"Sep"	"9"	77.14
	"Knox County, IL"	"17095"	"Oct"	"10"	63.99
	"Knox County, IL"	"17095"	"Nov"	"11"	49.09
	"Knox County, IL"	"17095"	"Dec"	"12"	34.16
"Total"	"Knox County, IL"	"17095"			59.93
	"Lake County, IL"	"17097"	"Jan"	"1"	26.45
	"Lake County, IL"	"17097"	"Feb"	"2"	30.34
	"Lake County, IL"	"17097"	"Mar"	"3"	42.31
	"Lake County, IL"	"17097"	"Apr"	"4"	55.57
	"Lake County, IL"	"17097"	"May"	"5"	66.67
	"Lake County, IL"	"17097"	"Jun"	"6"	76.49
	"Lake County, IL"	"17097"	"Jul"	"7"	81.28
	"Lake County, IL"	"17097"	"Aug"	"8"	80.29
	"Lake County, IL"	"17097"	"Sep"	"9"	73.24
	"Lake County, IL"	"17097"	"Oct"	"10"	60.09
	"Lake County, IL"	"17097"	"Nov"	"11"	45.66
	"Lake County, IL"	"17097"	"Dec"	"12"	31.51
"Total"	"Lake County, IL"	"17097"			55.94
	"LaSalle County, IL"	"17099"	"Jan"	"1"	28.38
	"LaSalle County, IL"	"17099"	"Feb"	"2"	33.42
	"LaSalle County, IL"	"17099"	"Mar"	"3"	46.46
	"LaSalle County, IL"	"17099"	"Apr"	"4"	59.85
	"LaSalle County, IL"	"17099"	"May"	"5"	70.98
	"LaSalle County, IL"	"17099"	"Jun"	"6"	79.78
	"LaSalle County, IL"	"17099"	"Jul"	"7"	83.55
	"LaSalle County, IL"	"17099"	"Aug"	"8"	83.47
	"LaSalle County, IL"	"17099"	"Sep"	"9"	76.40
	"LaSalle County, IL"	"17099"	"Oct"	"10"	63.40
	"LaSalle County, IL"	"17099"	"Nov"	"11"	48.29
	"LaSalle County, IL"	"17099"	"Dec"	"12"	33.37
"Total"	"LaSalle County, IL"	"17099"			59.06
	"Lawrence County, IL"	"17101"	"Jan"	"1"	36.62
	"Lawrence County, IL"	"17101"	"Feb"	"2"	41.78
	"Lawrence County, IL"	"17101"	"Mar"	"3"	52.99
	"Lawrence County, IL"	"17101"	"Apr"	"4"	64.35
	"Lawrence County, IL"	"17101"	"May"	"5"	74.28
	"Lawrence County, IL"	"17101"	"Jun"	"6"	82.98
	"Lawrence County, IL"	"17101"	"Jul"	"7"	86.35
	"Lawrence County, IL"	"17101"	"Aug"	"8"	86.33
	"Lawrence County, IL"	"17101"	"Sep"	"9"	79.96
	"Lawrence County, IL"	"17101"	"Oct"	"10"	67.63
	"Lawrence County, IL"	"17101"	"Nov"	"11"	54.27
	"Lawrence County, IL"	"17101"	"Dec"	"12"	41.12
"Total"	"Lawrence County, IL"	"17101"			64.15
	"Lee County, IL"	"17103"	"Jan"	"1"	26.57
	"Lee County, IL"	"17103"	"Feb"	"2"	31.73
	"Lee County, IL"	"17103"	"Mar"	"3"	45.16
	"Lee County, IL"	"17103"	"Apr"	"4"	58.90
	"Lee County, IL"	"17103"	"May"	"5"	70.00
	"Lee County, IL"	"17103"	"Jun"	"6"	78.98
	"Lee County, IL"	"17103"	"Jul"	"7"	83.18
	"Lee County, IL"	"17103"	"Aug"	"8"	82.70
	"Lee County, IL"	"17103"	"Sep"	"9"	75.22
	"Lee County, IL"	"17103"	"Oct"	"10"	62.15
	"Lee County, IL"	"17103"	"Nov"	"11"	46.87
	"Lee County, IL"	"17103"	"Dec"	"12"	31.75
"Total"	"Lee County, IL"	"17103"			57.89
	"Livingston County, IL"	"17105"	"Jan"	"1"	29.22
	"Livingston County, IL"	"17105"	"Feb"	"2"	33.78
	"Livingston County, IL"	"17105"	"Mar"	"3"	46.34
	"Livingston County, IL"	"17105"	"Apr"	"4"	59.78
	"Livingston County, IL"	"17105"	"May"	"5"	71.49
	"Livingston County, IL"	"17105"	"Jun"	"6"	80.06
	"Livingston County, IL"	"17105"	"Jul"	"7"	83.27
	"Livingston County, IL"	"17105"	"Aug"	"8"	83.66
	"Livingston County, IL"	"17105"	"Sep"	"9"	76.99
	"Livingston County, IL"	"17105"	"Oct"	"10"	64.08
	"Livingston County, IL"	"17105"	"Nov"	"11"	49.18
	"Livingston County, IL"	"17105"	"Dec"	"12"	34.22
"Total"	"Livingston County, IL"	"17105"			59.46
	"Logan County, IL"	"17107"	"Jan"	"1"	31.44
	"Logan County, IL"	"17107"	"Feb"	"2"	36.76
	"Logan County, IL"	"17107"	"Mar"	"3"	49.44
	"Logan County, IL"	"17107"	"Apr"	"4"	61.99
	"Logan County, IL"	"17107"	"May"	"5"	72.79
	"Logan County, IL"	"17107"	"Jun"	"6"	81.37
	"Logan County, IL"	"17107"	"Jul"	"7"	85.15
	"Logan County, IL"	"17107"	"Aug"	"8"	85.85
	"Logan County, IL"	"17107"	"Sep"	"9"	78.56
	"Logan County, IL"	"17107"	"Oct"	"10"	65.67
	"Logan County, IL"	"17107"	"Nov"	"11"	51.14
	"Logan County, IL"	"17107"	"Dec"	"12"	36.58
"Total"	"Logan County, IL"	"17107"			61.51
	"McDonough County, IL"	"17109"	"Jan"	"1"	30.58
	"McDonough County, IL"	"17109"	"Feb"	"2"	35.89
	"McDonough County, IL"	"17109"	"Mar"	"3"	49.14
	"McDonough County, IL"	"17109"	"Apr"	"4"	61.66
	"McDonough County, IL"	"17109"	"May"	"5"	72.07
	"McDonough County, IL"	"17109"	"Jun"	"6"	81.25
	"McDonough County, IL"	"17109"	"Jul"	"7"	86.46
	"McDonough County, IL"	"17109"	"Aug"	"8"	86.60
	"McDonough County, IL"	"17109"	"Sep"	"9"	78.12
	"McDonough County, IL"	"17109"	"Oct"	"10"	65.10
	"McDonough County, IL"	"17109"	"Nov"	"11"	50.51
	"McDonough County, IL"	"17109"	"Dec"	"12"	35.77
"Total"	"McDonough County, IL"	"17109"			61.21
	"McHenry County, IL"	"17111"	"Jan"	"1"	25.42
	"McHenry County, IL"	"17111"	"Feb"	"2"	29.72
	"McHenry County, IL"	"17111"	"Mar"	"3"	42.25
	"McHenry County, IL"	"17111"	"Apr"	"4"	56.21
	"McHenry County, IL"	"17111"	"May"	"5"	67.46
	"McHenry County, IL"	"17111"	"Jun"	"6"	77.14
	"McHenry County, IL"	"17111"	"Jul"	"7"	81.47
	"McHenry County, IL"	"17111"	"Aug"	"8"	80.51
	"McHenry County, IL"	"17111"	"Sep"	"9"	73.41
	"McHenry County, IL"	"17111"	"Oct"	"10"	60.29
	"McHenry County, IL"	"17111"	"Nov"	"11"	45.32
	"McHenry County, IL"	"17111"	"Dec"	"12"	30.47
"Total"	"McHenry County, IL"	"17111"			55.92
	"McLean County, IL"	"17113"	"Jan"	"1"	29.91
	"McLean County, IL"	"17113"	"Feb"	"2"	34.76
	"McLean County, IL"	"17113"	"Mar"	"3"	47.29
	"McLean County, IL"	"17113"	"Apr"	"4"	60.26
	"McLean County, IL"	"17113"	"May"	"5"	71.59
	"McLean County, IL"	"17113"	"Jun"	"6"	80.15
	"McLean County, IL"	"17113"	"Jul"	"7"	83.63
	"McLean County, IL"	"17113"	"Aug"	"8"	84.15
	"McLean County, IL"	"17113"	"Sep"	"9"	77.20
	"McLean County, IL"	"17113"	"Oct"	"10"	64.32
	"McLean County, IL"	"17113"	"Nov"	"11"	49.68
	"McLean County, IL"	"17113"	"Dec"	"12"	35.02
"Total"	"McLean County, IL"	"17113"			59.94
	"Macon County, IL"	"17115"	"Jan"	"1"	31.97
	"Macon County, IL"	"17115"	"Feb"	"2"	37.39
	"Macon County, IL"	"17115"	"Mar"	"3"	49.90
	"Macon County, IL"	"17115"	"Apr"	"4"	62.25
	"Macon County, IL"	"17115"	"May"	"5"	72.81
	"Macon County, IL"	"17115"	"Jun"	"6"	81.27
	"Macon County, IL"	"17115"	"Jul"	"7"	84.79
	"Macon County, IL"	"17115"	"Aug"	"8"	85.33
	"Macon County, IL"	"17115"	"Sep"	"9"	78.41
	"Macon County, IL"	"17115"	"Oct"	"10"	65.73
	"Macon County, IL"	"17115"	"Nov"	"11"	51.39
	"Macon County, IL"	"17115"	"Dec"	"12"	37.17
"Total"	"Macon County, IL"	"17115"			61.64
	"Macoupin County, IL"	"17117"	"Jan"	"1"	34.25
	"Macoupin County, IL"	"17117"	"Feb"	"2"	39.72
	"Macoupin County, IL"	"17117"	"Mar"	"3"	51.90
	"Macoupin County, IL"	"17117"	"Apr"	"4"	63.58
	"Macoupin County, IL"	"17117"	"May"	"5"	73.59
	"Macoupin County, IL"	"17117"	"Jun"	"6"	82.42
	"Macoupin County, IL"	"17117"	"Jul"	"7"	86.99
	"Macoupin County, IL"	"17117"	"Aug"	"8"	87.68
	"Macoupin County, IL"	"17117"	"Sep"	"9"	79.81
	"Macoupin County, IL"	"17117"	"Oct"	"10"	67.03
	"Macoupin County, IL"	"17117"	"Nov"	"11"	53.00
	"Macoupin County, IL"	"17117"	"Dec"	"12"	39.17
"Total"	"Macoupin County, IL"	"17117"			63.37
	"Madison County, IL"	"17119"	"Jan"	"1"	36.04
	"Madison County, IL"	"17119"	"Feb"	"2"	41.40
	"Madison County, IL"	"17119"	"Mar"	"3"	53.18
	"Madison County, IL"	"17119"	"Apr"	"4"	64.55
	"Madison County, IL"	"17119"	"May"	"5"	74.47
	"Madison County, IL"	"17119"	"Jun"	"6"	83.43
	"Madison County, IL"	"17119"	"Jul"	"7"	87.81
	"Madison County, IL"	"17119"	"Aug"	"8"	88.23
	"Madison County, IL"	"17119"	"Sep"	"9"	80.39
	"Madison County, IL"	"17119"	"Oct"	"10"	67.96
	"Madison County, IL"	"17119"	"Nov"	"11"	54.15
	"Madison County, IL"	"17119"	"Dec"	"12"	40.77
"Total"	"Madison County, IL"	"17119"			64.47
	"Marion County, IL"	"17121"	"Jan"	"1"	36.39
	"Marion County, IL"	"17121"	"Feb"	"2"	41.54
	"Marion County, IL"	"17121"	"Mar"	"3"	52.93
	"Marion County, IL"	"17121"	"Apr"	"4"	64.25
	"Marion County, IL"	"17121"	"May"	"5"	74.05
	"Marion County, IL"	"17121"	"Jun"	"6"	83.06
	"Marion County, IL"	"17121"	"Jul"	"7"	86.92
	"Marion County, IL"	"17121"	"Aug"	"8"	87.38
	"Marion County, IL"	"17121"	"Sep"	"9"	80.12
	"Marion County, IL"	"17121"	"Oct"	"10"	67.68
	"Marion County, IL"	"17121"	"Nov"	"11"	54.05
	"Marion County, IL"	"17121"	"Dec"	"12"	40.96
"Total"	"Marion County, IL"	"17121"			64.21
	"Marshall County, IL"	"17123"	"Jan"	"1"	29.01
	"Marshall County, IL"	"17123"	"Feb"	"2"	34.14
	"Marshall County, IL"	"17123"	"Mar"	"3"	47.28
	"Marshall County, IL"	"17123"	"Apr"	"4"	60.38
	"Marshall County, IL"	"17123"	"May"	"5"	71.44
	"Marshall County, IL"	"17123"	"Jun"	"6"	80.24
	"Marshall County, IL"	"17123"	"Jul"	"7"	84.37
	"Marshall County, IL"	"17123"	"Aug"	"8"	84.67
	"Marshall County, IL"	"17123"	"Sep"	"9"	77.09
	"Marshall County, IL"	"17123"	"Oct"	"10"	63.99
	"Marshall County, IL"	"17123"	"Nov"	"11"	49.00
	"Marshall County, IL"	"17123"	"Dec"	"12"	34.09
"Total"	"Marshall County, IL"	"17123"			59.76
	"Mason County, IL"	"17125"	"Jan"	"1"	31.61
	"Mason County, IL"	"17125"	"Feb"	"2"	37.08
	"Mason County, IL"	"17125"	"Mar"	"3"	50.07
	"Mason County, IL"	"17125"	"Apr"	"4"	62.45
	"Mason County, IL"	"17125"	"May"	"5"	72.90
	"Mason County, IL"	"17125"	"Jun"	"6"	81.79
	"Mason County, IL"	"17125"	"Jul"	"7"	86.43
	"Mason County, IL"	"17125"	"Aug"	"8"	86.93
	"Mason County, IL"	"17125"	"Sep"	"9"	78.96
	"Mason County, IL"	"17125"	"Oct"	"10"	65.87
	"Mason County, IL"	"17125"	"Nov"	"11"	51.27
	"Mason County, IL"	"17125"	"Dec"	"12"	36.70
"Total"	"Mason County, IL"	"17125"			61.95
	"Massac County, IL"	"17127"	"Jan"	"1"	40.98
	"Massac County, IL"	"17127"	"Feb"	"2"	45.99
	"Massac County, IL"	"17127"	"Mar"	"3"	56.61
	"Massac County, IL"	"17127"	"Apr"	"4"	67.02
	"Massac County, IL"	"17127"	"May"	"5"	75.96
	"Massac County, IL"	"17127"	"Jun"	"6"	84.25
	"Massac County, IL"	"17127"	"Jul"	"7"	87.94
	"Massac County, IL"	"17127"	"Aug"	"8"	87.88
	"Massac County, IL"	"17127"	"Sep"	"9"	80.84
	"Massac County, IL"	"17127"	"Oct"	"10"	69.66
	"Massac County, IL"	"17127"	"Nov"	"11"	56.95
	"Massac County, IL"	"17127"	"Dec"	"12"	44.83
"Total"	"Massac County, IL"	"17127"			66.67
	"Menard County, IL"	"17129"	"Jan"	"1"	32.13
	"Menard County, IL"	"17129"	"Feb"	"2"	37.75
	"Menard County, IL"	"17129"	"Mar"	"3"	50.51
	"Menard County, IL"	"17129"	"Apr"	"4"	62.72
	"Menard County, IL"	"17129"	"May"	"5"	73.05
	"Menard County, IL"	"17129"	"Jun"	"6"	81.76
	"Menard County, IL"	"17129"	"Jul"	"7"	86.23
	"Menard County, IL"	"17129"	"Aug"	"8"	86.93
	"Menard County, IL"	"17129"	"Sep"	"9"	79.14
	"Menard County, IL"	"17129"	"Oct"	"10"	66.10
	"Menard County, IL"	"17129"	"Nov"	"11"	51.68
	"Menard County, IL"	"17129"	"Dec"	"12"	37.23
"Total"	"Menard County, IL"	"17129"			62.21
	"Mercer County, IL"	"17131"	"Jan"	"1"	27.85
	"Mercer County, IL"	"17131"	"Feb"	"2"	32.93
	"Mercer County, IL"	"17131"	"Mar"	"3"	47.17
	"Mercer County, IL"	"17131"	"Apr"	"4"	60.48
	"Mercer County, IL"	"17131"	"May"	"5"	71.37
	"Mercer County, IL"	"17131"	"Jun"	"6"	80.66
	"Mercer County, IL"	"17131"	"Jul"	"7"	85.66
	"Mercer County, IL"	"17131"	"Aug"	"8"	85.52
	"Mercer County, IL"	"17131"	"Sep"	"9"	77.13
	"Mercer County, IL"	"17131"	"Oct"	"10"	63.79
	"Mercer County, IL"	"17131"	"Nov"	"11"	48.54
	"Mercer County, IL"	"17131"	"Dec"	"12"	33.18
"Total"	"Mercer County, IL"	"17131"			59.64
	"Monroe County, IL"	"17133"	"Jan"	"1"	37.79
	"Monroe County, IL"	"17133"	"Feb"	"2"	42.96
	"Monroe County, IL"	"17133"	"Mar"	"3"	54.32
	"Monroe County, IL"	"17133"	"Apr"	"4"	65.45
	"Monroe County, IL"	"17133"	"May"	"5"	74.62
	"Monroe County, IL"	"17133"	"Jun"	"6"	83.60
	"Monroe County, IL"	"17133"	"Jul"	"7"	88.64
	"Monroe County, IL"	"17133"	"Aug"	"8"	89.20
	"Monroe County, IL"	"17133"	"Sep"	"9"	81.03
	"Monroe County, IL"	"17133"	"Oct"	"10"	68.86
	"Monroe County, IL"	"17133"	"Nov"	"11"	55.29
	"Monroe County, IL"	"17133"	"Dec"	"12"	42.18
"Total"	"Monroe County, IL"	"17133"			65.43
	"Montgomery County, IL"	"17135"	"Jan"	"1"	34.18
	"Montgomery County, IL"	"17135"	"Feb"	"2"	39.56
	"Montgomery County, IL"	"17135"	"Mar"	"3"	51.62
	"Montgomery County, IL"	"17135"	"Apr"	"4"	63.43
	"Montgomery County, IL"	"17135"	"May"	"5"	73.54
	"Montgomery County, IL"	"17135"	"Jun"	"6"	82.33
	"Montgomery County, IL"	"17135"	"Jul"	"7"	86.38
	"Montgomery County, IL"	"17135"	"Aug"	"8"	86.99
	"Montgomery County, IL"	"17135"	"Sep"	"9"	79.61
	"Montgomery County, IL"	"17135"	"Oct"	"10"	66.90
	"Montgomery County, IL"	"17135"	"Nov"	"11"	52.89
	"Montgomery County, IL"	"17135"	"Dec"	"12"	39.15
"Total"	"Montgomery County, IL"	"17135"			63.15
	"Morgan County, IL"	"17137"	"Jan"	"1"	32.82
	"Morgan County, IL"	"17137"	"Feb"	"2"	38.45
	"Morgan County, IL"	"17137"	"Mar"	"3"	51.08
	"Morgan County, IL"	"17137"	"Apr"	"4"	63.04
	"Morgan County, IL"	"17137"	"May"	"5"	73.10
	"Morgan County, IL"	"17137"	"Jun"	"6"	81.90
	"Morgan County, IL"	"17137"	"Jul"	"7"	86.79
	"Morgan County, IL"	"17137"	"Aug"	"8"	87.56
	"Morgan County, IL"	"17137"	"Sep"	"9"	79.44
	"Morgan County, IL"	"17137"	"Oct"	"10"	66.44
	"Morgan County, IL"	"17137"	"Nov"	"11"	52.16
	"Morgan County, IL"	"17137"	"Dec"	"12"	37.85
"Total"	"Morgan County, IL"	"17137"			62.66
	"Moultrie County, IL"	"17139"	"Jan"	"1"	32.88
